Sex,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,age,height,weight
M,Turkey,TUR,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,27.0,172.0,78.0
M,Turkey,TUR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,31.0,172.0,78.0
M,Azerbaijan,AZE,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,21.0,160.0,59.0
M,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,25.0,160.0,59.0
M,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,29.0,186.0,97.0
F,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Handball,Handball Women's Handball,Bronze,25.0,168.0,70.0
F,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Bronze,29.0,168.0,70.0
M,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Bronze,23.0,178.0,75.0
F,Russia,RUS,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Women's 3,000 metres",Gold,21.0,175.0,70.0
M,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Silver,26.0,170.0,72.0
M,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold,22.0,175.0,70.0
M,Soviet Union,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,22.0,175.0,70.0
M,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,26.0,175.0,70.0
M,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Silver,23.0,198.0,89.0
F,Australia,AUS,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Bronze,21.0,180.0,78.0
F,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,25.0,180.0,78.0
M,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Gold,22.0,191.0,70.0
M,Yugoslavia,YUG,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Silver,23.0,184.0,82.0
F,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,Silver,14.0,173.0,59.0
F,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,Silver,14.0,173.0,59.0
F,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,14.0,173.0,59.0
F,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,18.0,173.0,59.0
F,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Gold,22.0,173.0,59.0
F,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Silver,22.0,173.0,59.0
F,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,22.0,173.0,59.0
F,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold,22.0,155.0,42.0
M,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Silver,24.0,193.0,84.0
M,United States,USA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Gold,20.0,178.0,79.0
M,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,34.0,185.0,75.0
M,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,Bronze,36.0,181.0,87.0
M,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Bronze,23.0,193.0,87.0
M,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver,32.0,198.0,100.0
M,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold,19.0,184.0,81.0
